mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,brightness,contrast,ratio_r_g,ratio_r_b,ratio_g_b,dynamic_range,hist_r_0,hist_r_1,hist_r_2,hist_r_3,hist_r_4,hist_r_5,hist_r_6,hist_r_7,hist_g_0,hist_g_1,hist_g_2,hist_g_3,hist_g_4,hist_g_5,hist_g_6,hist_g_7,hist_b_0,hist_b_1,hist_b_2,hist_b_3,hist_b_4,hist_b_5,hist_b_6,hist_b_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,edge_density,relative_path,class_name,label_idx,split,is_human_made,is_water_related,is_vegetation_related,urban_density_proxy
0.4254907944623162,0.4453645593979779,0.38589938294653797,0.2314681996744572,0.1883711974362727,0.17496677452172285,0.2451267140520294,0.2137562893288768,0.4564864214728861,0.4564864214728861,0.1963435094275669,0.955376389813572,1.102595138109645,1.1540949986922582,0.7942611764705882,7.755055147058823e-05,0.012455480238970588,0.0008559283088235294,0.002053653492647059,0.006548234528186274,0.008705767463235294,0.0006668390012254902,9.095435049019608e-06,0.0,0.009763231464460785,0.003355736825980392,0.0027712354473039217,0.007729204963235294,0.007473096660539216,0.0002752565870098039,4.7870710784313725e-06,2.0105698529411764e-05,0.012488989736519608,0.0011867149203431372,0.006376857383578432,0.009792911305147058,0.0014873429840686274,1.962699142156863e-05,0.0,126.34830766712665,0.3152619518208799,0.043345173502691556,0.9748943152028842,0.029629925685788448,Agriculture/001.jpg,Agriculture,0,train,0,0,1,0
0.4515824860217525,0.48152220482919733,0.42907559263939954,0.17549919844384576,0.11728058432240132,0.0943937632088248,0.31002544624355527,0.20167645171703355,0.500762939453125,0.500762939453125,0.12666759155201834,0.9378227465205009,1.0524543536008688,1.122231611089467,0.794721568627451,4.787071078431372e-07,0.0017884497549019607,0.011882467830882353,0.007282092524509804,0.005122644761029411,0.0029569738051470587,0.0014188878676470588,0.0009205537683823529,0.0,2.0105698529411764e-05,0.00531460631127451,0.014058670343137255,0.008201210171568628,0.002857402726715686,0.0008080575980392156,0.00011249617034313725,0.0,8.520986519607843e-05,0.008955173866421568,0.016747089460784313,0.0039019416360294118,0.0014351639093137256,0.00022690716911764707,2.106311274509804e-05,134.0793978578054,0.24567425266227916,0.02748783538434158,0.9355956445854337,0.03611987541054058,Agriculture/002.jpg,Agriculture,0,test,0,0,1,0
0.2535605037913603,0.2842900893267463,0.22718057071461398,0.12115597786774568,0.10976667827136856,0.10806019678331882,0.25723120343119316,0.2225176868664136,0.28568952971813727,0.28568952971813727,0.11165019109910139,0.8919076126528515,1.1161187412839877,1.2513837601457396,0.8676925490196079,0.0001014859068627451,0.020442708333333334,0.0054807176776960785,0.0035127527573529413,0.001489736519607843,0.0003102022058823529,2.8722426470588235e-05,6.223192401960784e-06,6.223192401960784e-06,0.016473268995098038,0.008999214920343137,0.004142252604166666,0.0013552198223039215,0.00035137101715686274,3.733915441176471e-05,7.659313725490196e-06,0.0006242340686274509,0.021666283700980393,0.0054701861213235295,0.002599379595588235,0.0008228975183823529,0.00016754748774509804,1.914828431372549e-05,2.8722426470588235e-06,138.24795086326012,0.32758840293566616,0.04876268423455957,0.9146775188404679,0.033301587033521596,Agriculture/003.jpg,Agriculture,0,train,0,0,1,0
0.4993548823337929,0.4814006132238051,0.4254155776079963,0.17856083720592122,0.1452164225298484,0.13941392563129743,0.1440988688445241,0.1978038509587388,0.51014877020144,0.51014877020144,0.15132227781751348,1.0372958784094486,1.173804855486228,1.1316007857883121,0.888312156862745,0.0016903147977941177,0.0015356924019607843,0.0037267348345588237,0.0058153339460784315,0.010431027879901961,0.007252891390931372,0.0008769914215686275,4.356234681372549e-05,4.212622549019608e-05,0.0024390127144607843,0.005642520680147059,0.0068996055453431375,0.011579446231617647,0.004393573835784314,0.00036573223039215686,1.053155637254902e-05,0.0008008769914215686,0.003183880974264706,0.00645440793504902,0.010280235140931373,0.009181602328431373,0.0014275045955882352,4.404105392156863e-05,0.0,271.1168992845346,0.13677687560078994,0.015034693743076725,0.9091040157135973,0.05709162758641173,Agriculture/004.jpg,Agriculture,0,train,0,0,1,0
0.39499152688419115,0.3824365952435662,0.3311788521560968,0.16480152594682237,0.1298441039842604,0.12975912105769943,0.16095215167732693,0.2037188635253384,0.40907425225949756,0.40907425225949756,0.13680717470553255,1.0328287655221418,1.1926833865925206,1.1547735648155881,0.7481486274509805,0.00024509803921568627,0.009212718290441176,0.0024145986519607844,0.010068167892156863,0.00781106387867647,0.0015921798406862745,2.8722426470588235e-05,0.0,1.4361213235294117e-06,0.0072672526041666664,0.006417068780637255,0.010553576899509804,0.0068115234375,0.00029105392156862745,3.0637254901960784e-05,0.0,0.00029967064950980394,0.009915460324754903,0.007838828890931373,0.010624425551470588,0.002605124080882353,8.616727941176471e-05,2.8722426470588235e-06,0.0,100.06802642012924,0.2502884976553307,0.02556537241418219,0.9588823725342194,0.03185636652957541,Agriculture/005.jpg,Agriculture,0,test,0,0,1,0
0.27911478678385415,0.30142523073682603,0.2556575401156556,0.16018291996043005,0.13460862229170148,0.11595273338822991,0.2921386808778722,0.19535512915047015,0.30660532035079663,0.30660532035079663,0.13855463624002012,0.9259834581256879,1.0917525676733852,1.1790194758592727,0.8249282352941177,2.776501225490196e-05,0.019970224417892157,0.0017884497549019607,0.005644914215686274,0.002898092830882353,0.0009784773284313725,6.366804534313726e-05,9.574142156862745e-07,1.4361213235294117e-06,0.01872702205882353,0.0030603745404411764,0.0060302734375,0.002939740349264706,0.0005945542279411764,1.8190870098039215e-05,9.574142156862745e-07,0.00010004978553921568,0.020267022824754902,0.0050278607536764705,0.004616172640931372,0.0012882008272058823,7.036994485294117e-05,1.914828431372549e-06,9.574142156862745e-07,124.33773533617978,0.4301072589990478,0.1071449901168022,0.9498958620400839,0.02601139944195028,Agriculture/006.jpg,Agriculture,0,train,0,0,1,0
0.48519197351792276,0.47059104769837623,0.41035880294500615,0.13438333578347786,0.11479583477845745,0.1064257956299911,0.15070844205373074,0.16972232474076507,0.49338875564874385,0.49338875564874385,0.1177372387608036,1.0310267600301597,1.1823603105678768,1.1467794351024259,0.8652756862745099,0.00018047257965686275,0.001978496476715686,0.0038698682598039217,0.007938878676470588,0.014432540594362745,0.0028708065257352943,0.00010004978553921568,1.4361213235294117e-06,1.771216299019608e-05,0.0017185585171568627,0.0038894952512254903,0.01085659849877451,0.01297918581495098,0.0018511603860294117,5.7923560049019605e-05,1.914828431372549e-06,0.00027190563725490197,0.0024390127144607843,0.0078000536151960785,0.01522815180759804,0.005322744332107843,0.00030780867034313725,2.3935355392156862e-06,4.787071078431372e-07,92.96525838920243,0.25609136795978993,0.028849597419851825,0.9483955889969979,0.0300911902734531,Agriculture/007.jpg,Agriculture,0,train,0,0,1,0
0.26446407542509187,0.3018275242225797,0.23292487649356616,0.12874295707062253,0.09988435977557106,0.09843201344679277,0.25140642577695094,0.2714146186189883,0.3070470473345588,0.3070470473345588,0.10465188816111143,0.8762092434882548,1.1354049771422638,1.2958148387073134,0.8167874509803921,0.00048493030024509805,0.018165019914215687,0.004936427696078431,0.006170055912990196,0.0014313342524509803,0.00016898360906862745,1.4361213235294117e-05,1.4361213235294117e-06,1.4361213235294117e-06,0.01243728936887255,0.011227117800245098,0.006551585477941177,0.0010244332107843138,0.00011249617034313725,1.579733455882353e-05,2.3935355392156862e-06,0.0005787568933823529,0.01936609604779412,0.008223709405637256,0.002807138480392157,0.000352328431372549,3.255208333333333e-05,1.1488970588235294e-05,4.787071078431372e-07,107.0991376964447,0.3342493936105402,0.04364757092297764,0.9247405792827008,0.028982396813218715,Agriculture/008.jpg,Agriculture,0,train,0,0,1,0
0.5039512484681372,0.538339173560049,0.48128344965916053,0.09418132129783705,0.0894978167945106,0.08397897163182787,0.2713054943371488,0.11027329846135439,0.538352996227788,0.538352996227788,0.08989481327565314,0.9361221769804983,1.0470986242183136,1.1185490852756392,0.6290423529411764,0.0,1.6276041666666666e-05,0.002032111672794118,0.01436456418504902,0.010963828890931372,0.0039048138786764706,8.999693627450981e-05,9.574142156862745e-07,0.0,0.0,0.00031642539828431374,0.0116455078125,0.014097445618872549,0.004862228094362745,0.000449984681372549,9.574142156862745e-07,0.0,0.0,0.0022743374693627453,0.018264112285539216,0.008208869485294118,0.002617091758578431,8.138020833333333e-06,0.0,56.644842443411925,0.2939538554916693,0.030663912251751958,0.94598383761239,0.024538362542555092,Agriculture/009.jpg,Agriculture,0,train,0,0,1,0
0.2700151032092524,0.30871905158547797,0.25093832576976105,0.15082201571568285,0.11976775633336408,0.1115537259809041,0.28787535964986,0.26273965831165225,0.31427456724877456,0.31427456724877456,0.12509768854462863,0.8746304870925206,1.0760217341083929,1.2302586236513955,0.9147890196078433,0.004757869944852941,0.01255935968137255,0.0062380323223039215,0.004632927389705882,0.0027018229166666666,0.0004356234681372549,4.356234681372549e-05,3.3509497549019607e-06,0.00017855775122549019,0.012144799325980392,0.010613415287990195,0.005655924479166667,0.002456246170343137,0.00028578814338235296,3.542432598039216e-05,2.3935355392156862e-06,0.001593615962009804,0.017084577971813727,0.007942708333333333,0.003756414675245098,0.0008693321078431372,0.00011345358455882353,1.1967677696078431e-05,4.787071078431372e-07,197.60784168049892,0.2560748166264195,0.028145292637387978,0.9029647617950669,0.03852396728257666,Agriculture/010.jpg,Agriculture,0,train,0,0,1,0
